73,3,24,Italy,Luigi Villoresi,3
73,4,18,Italy,Dorino Serafini,4
73,6,16,Switzerland,Rudolf Fischer,6
73,7,2,France,Henri Louveau,7
73,9,4,France,Louis Rosier,9
73,1,20,Italy,Alberto Ascari,1
73,12,10,Switzerland,Pierre Staechelin,12
73,2,16,Italy,Giuseppe Farina,2
73,10,22,United States,Harry Schell,10
73,8,14,Thailand,Prince Bira,8
73,11,8,Italy,Ferdinando Righetti,11
73,5,12,Italy,Giovanni Bracco,5
74,1,24,Italy,Luigi Villoresi,1
74,2,18,Italy,Dorino Serafini,2
74,3,16,Switzerland,Rudolf Fischer,2
74,4,2,France,Henri Louveau,3
74,5,4,France,Louis Rosier,3
74,NC,20,Italy,Alberto Ascari,4
74,NC,10,Switzerland,Pierre Staechelin,4
74,Ret,16,Italy,Giuseppe Farina,0
74,Ret,22,United States,Harry Schell,0
74,Ret,14,Thailand,Prince Bira,0
74,Ret,8,Italy,Ferdinando Righetti,0
74,Ret,12,Italy,Giovanni Bracco,0
75,2,10,Italy,Luigi Villoresi,2
75,4,18,France,Louis Rosier,4
75,6,2,Italy,Giuseppe Farina,6
75,11,28,France,Yves Giraud-Cabantous,11
75,9,16,France,Philippe Étancelin,9
75,8,30,Switzerland,Rudolf Fischer,8
75,13,20,France,Henri Louveau,13
75,5,26,Switzerland,Emmanuel de Graffenried,5
75,3,14,Italy,Dorino Serafini,3
75,1,12,Italy,Alberto Ascari,1
75,15,22,France,Georges Grignard,15
75,10,6,France,Robert Manzon,10
75,7,8,France,André Simon,7
75,12,4,France,Maurice Trintignant,12
75,14,24,United States,Harry Schell,14
76,1,10,Italy,Luigi Villoresi,1
76,2,18,France,Louis Rosier,2
76,3,2,Italy,Giuseppe Farina,3
76,4,28,France,Yves Giraud-Cabantous,3
76,5,16,France,Philippe Étancelin,4
76,6,30,Switzerland,Rudolf Fischer,5
76,Ret,20,France,Henri Louveau,6
76,Ret,26,Switzerland,Emmanuel de Graffenried,0
76,Ret,14,Italy,Dorino Serafini,0
76,Ret,12,Italy,Alberto Ascari,0
76,Ret,22,France,Georges Grignard,0
76,Ret,6,France,Robert Manzon,0
76,Ret,8,France,André Simon,0
76,Ret,4,France,Maurice Trintignant,0
76,Ret,24,United States,Harry Schell,0
77,3,20,Thailand,Prince Bira,3
77,6,27,United Kingdom,Brian Shawe-Taylor,6
77,5,28,United Kingdom,Duncan Hamilton,5
77,11,30,Belgium,Johnny Claes,11
77,9,1,United Kingdom,Stirling Moss,9
77,1,26,United Kingdom,Graham Whitehead,1
