146,12,38,,Franco Comotti,9
146,R,16,,Emmanuel de Graffenried,0
,Harry Schell
146,R,18,,Harry Schell,0
146,R,32,,Johnny Claes,0
146,R,14,,Louis Rosier,0
146,R,42,,Mike Hawthorn,0
146,R,26,,Peter Whitehead,0
146,R,40,,Piero Carini,0
146,R,6,,Prince Bira,0
150,1,15,,Alberto Ascari,1
150,2,17,,Piero Taruffi,2
150,3,9,,Mike Hawthorn,3
150,4,6,,Dennis Poore,3
150,5,5,,Eric Thompson,4
150,6,16,,Giuseppe Farina,4
150,7,8,,Reg Parnell,4
150,8,14,,Roy Salvadori,4
150,9,4,,Kenneth Downing,4
150,10,21,,Peter Whitehead,5
150,11,26,,Prince Bira,5
150,12,1,,Graham Whitehead,6
150,13,19,,Rudolf Fischer,6
150,14,27,,Johnny Claes,7
150,15,31,,Lance Macklin,7
150,16,3,,Kenneth McAlpine,7
150,17,33,,Harry Schell,8
150,18,34,,Gino Bianco,9
150,19,32,,Emmanuel de Graffenried,10
150,20,10,,Eric Brandon,10
150,21,23,,Tony Crook,11
150,22,11,,Alan Brown,13
150,DNS,2,,Bill Aston,0
150,R,7,,David Murray,0
150,R,30,,Duncan Hamilton,0
150,R,35,,Heitel Cantoni,0
150,R,25,,Maurice Trintignant,0
150,R,20,,Peter Hirt,0
150,R,24,,Robert Manzon,0
150,R,12,,Stirling Moss,0
150,R,28,,Tony Gaze,0
150,R,29,,Peter Collins,12
154,1,101,,Alberto Ascari,1
154,2,102,,Giuseppe Farina,2
154,3,117,,Rudolf Fischer,2
154,4,103,,Piero Taruffi,3
154,5,108,,Jean Behra,3
154,6,119,,Roger Laurent,4
154,7,121,,Fritz Riess,4
154,8,125,,Toni Ulmen,4
154,9,124,,Helmut Niedermayr,5
154,10,113,,Johnny Claes,5
154,11,128,,Hans Klenk,6
154,12,135,,Ernst Klodwig,6
154,DNS,131,,Ludwig Fischer,0
154,DNS,111,,Peter Collins,0
154,DNS,133,,Willi Krakau,0
154,DSQ,105,,Felice Bonetto,8
154,R,126,,Adolf Brudes,0
154,R,130,,Bernard Nacke,0
154,R,114,,Bill Aston,0
154,R,116,,Heitel Cantoni,0
154,R,115,,Gino Bianco,0
154,R,129,,Josef Peters,0
154,R,110,,Marcel Balsa,0
154,R,112,,Paul Frère,0
154,R,127,,Paul Pietsch,0
154,R,104,,Piero Carini,0
154,R,107,,Robert Manzon,0
154,R,136,,Rudolf Krause,0
154,R,118,,Rudolf Schoeller,0
154,R,122,,Theo Helfrich,0
154,R,120,,Tony Gaze,0
154,R,123,,Willi Heeks,0
154,R,109,,Maurice Trintignant,7
158,1,2,,Alberto Ascari,1
158,2,4,,Giuseppe Farina,2
158,3,6,,Luigi Villoresi,2
158,4,32,,Mike Hawthorn,3
158,5,10,,Robert Manzon,4
158,6,12,,Maurice Trintignant,4
158,7,28,,Duncan Hamilton,5
158,8,26,,Lance Macklin,6
158,9,16,,Chico Landi,7
,Jan Flinterman
158,NC,30,,Dries van der Lof,8
158,R,24,,Charles de Tornaco,0
158,R,18,,Gino Bianco,0
158,R,20,,Jan Flinterman,0
158,R,8,,Jean Behra,0
158,R,22,,Kenneth Downing,0
158,R,34,,Ken Wharton,0
158,R,14,,Paul Frère,0
158,R,36,,Stirling Moss,0
162,1,12,,Alberto Ascari,1
162,2,26,,José Froilán Gonzalez,2
162,3,16,,Luigi Villoresi,2
162,4,10,,Giuseppe Farina,3
162,5,22,,Felice Bonetto,4
162,6,8,,André Simon,4
162,7,14,,Piero Taruffi,5
162,8,48,,Chico Landi,6
162,9,40,,Ken Wharton,6
162,10,62,,Louis Rosier,7
162,11,50,,Heitel Cantoni,7
162,12,30,,Dennis Poore,8
162,13,36,,Eric Brandon,9
162,14,2,,Robert Manzon,10
162,15,38,,Alan Brown,11
162,NC,42,,Mike Hawthorn,12
162,R,36,,Élie Bayol,0
162,R,24,,Franco Rol,0
162,R,46,,Gino Bianco,0
162,R,6,,Jean Behra,0
162,R,28,,Kenneth McAlpine,0
162,R,4,,Maurice Trintignant,0
162,R,18,,Rudolf Fischer,0
162,R,32,,Stirling Moss,0
118,1,24,,Luigi Villoresi,1
118,2,32,,Piero Taruffi,2
118,3,22,,Rudolf Fischer,3
118,4,8,,Peter Whitehead,4
118,5,28,,Johnny Claes,5
118,6,12,,Charles de Tornaco,6
118,R,34,,Alberto Ascari,0
118,R,30,,Peter Hirt,0
118,R,4,,Philippe Étancelin,0
118,R,18,,Adolfo Macchieraldo,7
118,R,26,,Franco Rol,7
118,R,20,,Giuseppe Farina,7
118,R,16,,Hans Stuck,7
136,1,1,,Piero Taruffi,1
136,2,16,,Mike Hawthorn,2
136,3,14,,Joe Kelly,3
136,4,20,,Louis Rosier,3
136,5,12,,Philippe Étancelin,4
136,6,17,,Oscar Moore,5
136,DQ,4,,Bobby Baird,7
136,R,18,,Geoff Richardson,0
136,R,7,,Juan Manuel Fangio,0
136,R,10,,Ron Flockhart,0
136,R,8,,Stirling Moss,0
136,R,3,,Yves Giraud-Cabantous,0
136,R,6,,Prince Bira,6
134,1,8,,Louis Rosier,1
134,2,6,,Chico Landi,2
134,3,22,,Yves Giraud-Cabantous,2
134,4,12,,Alberto Crespo,3
134,5,26,,Peter Whitehead,4
134,6,28,,Rudolf Fischer,4
134,7,24,,Gianfranco Comotti,5
134,8,10,,Maurice Trintignant,6
134,DNS,30,,Steve Watson,0
134,R,32,,Harry Schell,0
134,R,14,,Jean Behra,0
134,R,4,,José Froilán Gonzalez,0
134,R,2,,Juan Manuel Fangio,0
134,R,18,,Philippe Étancelin,0
134,R,16,,Prince Bira,0
134,R,36,,André Pilette,7
134,R,20,,Georges Grignard,7
119,1,50,,José Froilán González,1
119,2,34,,George Abecassis,2
119,3,53,,Tony Rolt,3
119,4,52,,Graham Whitehead,4
119,5,60,,Duncan Hamilton,5
119,6,6,,Bob Gerard,6
119,7,10,,Mike Hawthorn,7
119,8,4,,Eric Brandon,8
119,9,59,,John James,9
119,10,61,,Bobby Baird,10
119,11,33,,Bill Dobson,11
119,12,57,,Joe Kelly,12
119,13,36,,Gordon Watson,13
119,14,42,,Tony Gaze,14
128,1,28,,Giuseppe Farina,1
128,2,30,,Piero Taruffi,2
128,3,8,,Robert Manzon,3
128,4,32,,André Simon,4
128,5,42,,Rudolf Fischer,5
128,6,16,,George Abecassis,6
128,7,6,,Jean Behra,7
128,8,38,,Emmanuel de Graffenried,8
128,9,20,,Lance Macklin,9
128,10,18,,Peter Collins,10
128,11,10,,Prince Bira,11
128,12,46,,Stirling Moss,12
128,13,22,,Ken Wharton,13
128,14,2,,Hans Stuck,14
128,15,26,,Alan Brown,15
128,16,4,,Toni Ulmen,16
128,17,24,,Eric Brandon,17
128,18,40,,Harry Schell,18
128,19,44,,Peter Hirt,19
128,20,12,,Louis Rosier,20
128,21,50,,Max de Terra,21
128,22,14,,Maurice Trintignant,22
141,1,4,,Alberto Ascari,1
141,2,2,,Giuseppe Farina,2
141,3,6,,Piero Taruffi,3
141,4,14,,Robert Manzon,4
141,5,16,,Jean Behra,5
141,6,8,,Mike Hawthorn,6
141,7,36,,Ken Wharton,7
141,8,28,,Paul Frère,8
141,10,10,,Alan Brown,10
141,10,32,,Stirling Moss,10
141,11,26,,Peter Collins,11
141,12,12,,Eric Brandon,12
141,13,34,,Charles de Tornaco,13
141,13,24,,Lance Macklin,13
141,14,30,,Roger Laurent,14
141,15,40,,Robin Montgomerie-Charrington,15
141,16,42,,Tony Gaze,16
141,17,22,,Louis Rosier,17
141,18,20,,Prince Bira,18
141,19,18,,Johnny Claes,19
141,21,38,,Arthur Legat,21
141,22,44,,Robert O'Brien,22
145,1,8,,Alberto Ascari,1
145,2,10,,Giuseppe Farina,2
145,3,12,,Piero Taruffi,3
145,4,4,,Jean Behra,4
145,5,2,,Robert Manzon,5
145,6,44,,Maurice Trintignant,6
145,7,6,,Prince Bira,7
145,8,22,,Peter Collins,8
145,9,14,,Louis Rosier,9
145,10,24,,Yves Giraud-Cabantous,10
145,11,18,,Harry Schell,11
145,12,16,,Emmanuel de Graffenried,12
145,13,26,,Peter Whitehead,13
145,14,20,,Lance Macklin,14
145,15,42,,Mike Hawthorn,15
145,16,38,,Franco Comotti,16
145,17,34,,Peter Hirt,17
145,18,28,,Philippe Étancelin,18
145,19,40,,Piero Carini,19
145,20,32,,Johnny Claes,20
149,1,16,,Giuseppe Farina,1
149,2,15,,Alberto Ascari,2
149,3,17,,Piero Taruffi,3
149,4,24,,Robert Manzon,4
149,5,4,,Kenneth Downing,5
149,6,8,,Reg Parnell,6
149,7,9,,Mike Hawthorn,7
149,8,6,,Dennis Poore,8
149,9,5,,Eric Thompson,9
149,10,26,,Prince Bira,10
149,11,30,,Duncan Hamilton,11
149,12,1,,Graham Whitehead,12
149,13,11,,Alan Brown,13
149,14,29,,Peter Collins,14
149,15,19,,Rudolf Fischer,15
149,16,12,,Stirling Moss,16
149,17,3,,Kenneth McAlpine,17
149,18,10,,Eric Brandon,18
149,19,14,,Roy Salvadori,19
149,20,21,,Peter Whitehead,20
149,21,25,,Maurice Trintignant,21
149,22,7,,David Murray,22
149,23,27,,Johnny Claes,23
149,24,20,,Peter Hirt,24
149,25,23,,Tony Crook,25
149,26,28,,Tony Gaze,26
149,27,35,,Heitel Cantoni,27
149,28,34,,Gino Bianco,28
149,29,31,,Lance Macklin,29
149,30,2,,Bill Aston,30
149,31,32,,Emmanuel de Graffenried,31
149,32,33,,Harry Schell,32
153,1,101,,Alberto Ascari,1
153,2,102,,Giuseppe Farina,2
153,3,109,,Maurice Trintignant,3
153,3,103,,Piero Taruffi,3
153,4,107,,Robert Manzon,4
153,6,117,,Rudolf Fischer,6
153,7,127,,Paul Pietsch,7
153,8,128,,Hans Klenk,8
153,9,123,,Willi Heeks,9
153,10,105,,Felice Bonetto,10
153,11,108,,Jean Behra,11
153,12,121,,Fritz Riess,12
153,13,112,,Paul Frère,13
153,14,120,,Tony Gaze,14
153,15,125,,Toni Ulmen,15
153,16,115,,Gino Bianco,16
153,17,119,,Roger Laurent,17
153,18,122,,Theo Helfrich,18
153,19,126,,Adolf Brudes,19
153,20,129,,Josef Peters,20
153,21,114,,Bill Aston,21
153,22,124,,Helmut Niedermayr,22
153,23,136,,Rudolf Krause,23
153,24,118,,Rudolf Schoeller,24
153,25,110,,Marcel Balsa,25
153,26,116,,Heitel Cantoni,26
153,27,104,,Piero Carini,27
153,28,133,,Willi Krakau,28
153,29,135,,Ernst Klodwig,29
153,30,130,,Bernard Nacke,30
153,31,131,,Ludwig Fischer,31
153,32,113,,Johnny Claes,32
153,33,111,,Peter Collins,33
157,1,2,,Alberto Ascari,1
157,2,4,,Giuseppe Farina,2
157,3,32,,Mike Hawthorn,3
157,4,6,,Luigi Villoresi,4
157,5,12,,Maurice Trintignant,5
157,6,8,,Jean Behra,6
157,8,34,,Ken Wharton,8
157,8,10,,Robert Manzon,8
157,9,26,,Lance Macklin,9
157,10,28,,Duncan Hamilton,10
157,11,14,,Paul Frère,11
157,12,18,,Gino Bianco,12
157,13,22,,Kenneth Downing,13
157,14,30,,Dries van der Lof,14
157,15,20,,Jan Flinterman,15
157,16,16,,Chico Landi,16
157,17,24,,Charles de Tornaco,17
157,18,36,,Stirling Moss,18
161,1,12,,Alberto Ascari,1
161,2,26,,José Froilán Gonzalez,2
161,3,10,,Giuseppe Farina,3
161,4,4,,Maurice Trintignant,4
161,5,16,,Luigi Villoresi,5
161,6,14,,Piero Taruffi,6
161,7,2,,Robert Manzon,7
161,8,8,,André Simon,8
161,9,32,,Stirling Moss,9
161,10,36,,Élie Bayol,10
161,11,6,,Jean Behra,11
161,12,42,,Mike Hawthorn,12
161,13,22,,Felice Bonetto,13
161,14,18,,Rudolf Fischer,14
161,15,40,,Ken Wharton,15
161,16,24,,Franco Rol,16
161,17,62,,Louis Rosier,17
161,18,48,,Chico Landi,18
161,19,30,,Dennis Poore,19
161,20,36,,Eric Brandon,20
161,21,38,,Alan Brown,21
161,22,28,,Kenneth McAlpine,22
161,23,50,,Heitel Cantoni,23
161,24,46,,Gino Bianco,24
161,25,8,,Charles de Tornaco,25
161,26,12,,Alberto Crespo,26
161,27,36,,Emmanuel de Graffenried,27
161,28,42,,Peter Collins,28
161,29,42,,Peter Whitehead,29
161,30,32,,Tony Gaze,30
161,31,8,,Bill Aston,31
161,32,40,,Lance Macklin,32
161,33,10,,Hans Stuck,33
161,34,42,,Piero Dusio,34
161,35,6,,Johnny Claes,35
117,1,20,,Giuseppe Farina,1
117,2,34,,Alberto Ascari,2
117,3,24,,Luigi Villoresi,3
117,4,32,,Piero Taruffi,4
117,5,22,,Rudolf Fischer,5
117,6,8,,Peter Whitehead,6
117,7,28,,Johnny Claes,7
117,8,4,,Philippe Étancelin,8
117,9,18,,Adolfo Macchieraldo,9
117,10,26,,Franco Rol,10
117,11,12,,Charles de Tornaco,11
117,12,16,,Hans Stuck,12
117,13,30,,Peter Hirt,13
135,1,1,,Piero Taruffi,1
135,2,16,,Mike Hawthorn,2
135,3,20,,Louis Rosier,3
135,4,3,,Yves Giraud-Cabantous,4
135,5,14,,Joe Kelly,5
135,6,10,,Ron Flockhart,6
135,7,18,,Geoff Richardson,7
135,8,12,,Philippe Étancelin,8
135,9,4,,Bobby Baird,9
135,10,17,,Oscar Moore,10
135,11,6,,Prince Bira,11
135,12,7,,Juan Manuel Fangio,12
135,13,8,,Stirling Moss,13
133,1,2,,Juan Manuel Fangio,1
133,2,4,,José Froilán Gonzalez,2
133,3,8,,Louis Rosier,3
133,4,10,,Maurice Trintignant,4
133,5,22,,Yves Giraud-Cabantous,5
133,6,18,,Philippe Étancelin,6
133,7,16,,Prince Bira,7
133,8,28,,Rudolf Fischer,8
133,9,14,,Jean Behra,9
133,10,32,,Harry Schell,10
133,11,26,,Peter Whitehead,11
133,12,20,,Georges Grignard,12
133,13,12,,Alberto Crespo,13
133,14,24,,Gianfranco Comotti,14
133,15,36,,André Pilette,15
133,16,30,,Steve Watson,16
133,17,6,,Chico Landi,17
152,1,17,,Luigi Villoresi,1
152,2,29,,Chico Landi,2
152,6,21,,Philippe Étancelin,3
152,7,18,,Louis Rosier,3
152,10,24,,Alberto Crespo,4
152,12,20,,Yves Giraud-Cabantous,5
152,14,27,,Joe Kelly,5
152,19,19,,Eugene Chaboud,6
152,R,26,,Ken Wharton,0
152,R,28,,Pierre Levegh,0
152,R,32,,John James,0
152,R,31,,Gerry Dunham,0
152,R,22,,Graham Whitehead,0
152,R,25,,José Froilán Gonzalez,7
116,1,24,,Alberto Ascari,1
116,2,12,,Piero Taruffi,2
116,3,6,,Giuseppe Farina,2
116,4,4,,Rudolf Fischer,3
116,5,8,,Peter Whitehead,3
116,6,2,,Franco Comotti,3
116,NC,16,,Luigi Villoresi,4
116,R,32,,Vittorio Marzotto,0
116,R,30,,Piero Carini,0
116,R,28,,Maurizio Pinzero,0
116,R,26,,Tramontana ,0
116,R,20,,Sergio Sighinolfi,0
116,R,22,,Emmanuel de Graffenried,0
116,R,10,,Franco Cortese,0
116,R,18,,Hans Stuck,0
115,1,24,,Alberto Ascari,1
115,4,12,,Piero Taruffi,4
115,3,6,,Giuseppe Farina,3
115,5,4,,Rudolf Fischer,5
115,8,8,,Peter Whitehead,8
115,6,2,,Franco Comotti,6
115,2,16,,Luigi Villoresi,2
115,12,32,,Vittorio Marzotto,12
115,11,30,,Piero Carini,11
115,14,28,,Maurizio Pinzero,14
115,15,26,,Tramontana ,15
115,7,20,,Sergio Sighinolfi,7
115,10,22,,Emmanuel de Graffenried,10
115,9,10,,Franco Cortese,9
115,13,18,,Hans Stuck,13
122,1,32,,Alberto Ascari,1
122,2,12,,Louis Rosier,2
122,3,4,,Jean Behra,3
122,4,10,,Elie Bayol,4
122,5,26,,Eugene Martin,5
122,6,16,,Emmanuel de Graffenried,5
122,NC,20,,Lance Macklin,6
122,R,36,,Luigi Villoresi,7
122,R,8,,Johnny Claes,0
122,R,6,,Robert Manzon,7
122,R,14,,Maurice Trintignant,0
122,R,30,,Hans Stuck,0
122,R,18,,Nello Pagani,0
122,R,22,,Peter Collins,0
122,R,34,,Piero Scotti,0
122,R,28,,Rudolf Fischer,0
122,R,24,,Yves Giraud-Cabantous,7
121,1,32,,Alberto Ascari,1
121,8,12,,Louis Rosier,8
121,10,4,,Jean Behra,10
121,14,10,,Elie Bayol,14
121,16,26,,Eugene Martin,16
121,4,16,,Emmanuel de Graffenried,4
121,3,20,,Lance Macklin,3
121,2,36,,Luigi Villoresi,2
121,13,8,,Johnny Claes,13
121,6,6,,Robert Manzon,6
121,12,14,,Maurice Trintignant,12
121,15,30,,Hans Stuck,15
121,9,18,,Nello Pagani,9
121,7,22,,Peter Collins,7
121,17,34,,Piero Scotti,17
121,5,28,,Rudolf Fischer,5
121,11,24,,Yves Giraud-Cabantous,11
124,1,8,,Alberto Ascari,1
124,2,6,,Prince Bira,2
,Robert Manzon
124,3,34,,Johnny Claes,3
124,4,24,,Emmanuel de Graffenried,4
124,5,30,,Elie Bayol,5
124,NC,4,,Jean Behra,6
124,R,10,,Giuseppe Farina,7
124,NC,22,,Peter Collins,8
124,NC,28,,Hans Stuck,8
124,R,18,,Lance Macklin,0
124,R,16,,Louis Rosier,0
124,R,14,,Maurice Trintignant,0
124,R,26,,Franco Cortese,0
124,R,32,,Peter Whitehead,0
124,R,2,,Robert Manzon,0
124,R,12,,Luigi Villoresi,0
124,R,20,,Yves Giraud-Cabantous,0
124,DNS,36,,Eugene Martin,0
123,1,8,,Alberto Ascari,1
123,15,6,,Prince Bira,15
123,17,34,,Johnny Claes,17
123,9,24,,Emmanuel de Graffenried,9
123,11,30,,Elie Bayol,11
123,4,4,,Jean Behra,4
123,6,10,,Giuseppe Farina,6
123,13,22,,Peter Collins,13
123,16,28,,Hans Stuck,16
123,8,18,,Lance Macklin,8
123,7,16,,Louis Rosier,7
123,5,14,,Maurice Trintignant,5
123,10,26,,Franco Cortese,10
123,19,32,,Peter Whitehead,19
123,2,2,,Robert Manzon,2
123,3,12,,Luigi Villoresi,3
123,14,20,,Yves Giraud-Cabantous,14
123,18,36,,Eugene Martin,18
125,1,11,,Mike Hawthorn,1
125,2,27,,Jean Behra,2
125,3,29,,Peter Collins,2
125,4,31,,Lance Macklin,3
125,5,25,,Prince Bira,3
125,6,23,,Ken Wharton,4
125,7,1,,Peter Whitehead,4
125,8,37,,Harry Schell,4
125,9,21,,Bill Dobson,4
125,10,3,,Tony Gaze,5
125,11,39,,Toni Ulmen,5
125,12,19,,Peter Hirt,5
125,NC,33,,Horace Richards,6
125,NC,41,,Johnny Claes,0
125,NC,35,,Ted Lund,7
125,R,5,,Bill Aston,0
125,R,9,,Kenneth Downing,0
126,1,26,,Robert Manzon,1
126,2,18,,Rudolf Fischer,2
126,3,32,,Tony Rolt,2
126,4,20,,Bobby Baird,3
126,5,36,,Emmanuel de Graffenried,3
126,6,12,,Alan Brown,4
126,7,22,,Tony Crook,4
126,8,8,,Kenneth McAlpine,4
126,NC,24,,Bob Gerard,5
126,NC,4,,Gordon Watson,0
126,R,10,,Philip Fotheringham-Parker,6
126,R,14,,Reg Parnell,0
126,R,6,,Robin Montgomerie-Charrington,0
126,R,30,,Duncan Hamilton,0
126,R,38,,Paul Pietsch,0
126,R,28,,George Abecassis,0
127,1,31,,Lance Macklin,1
127,2,32,,Tony Rolt,2
127,3,36,,Emmanuel de Graffenried,2
127,4,18,,Rudolf Fischer,3
127,5,1,,Peter Whitehead,3
127,6,25,,Prince Bira,4
127,7,23,,Ken Wharton,4
127,8,41,,Johnny Claes,4
127,9,29,,Peter Collins,5
127,10,8,,Kenneth McAlpine,5
127,11,39,,Toni Ulmen,5
127,12,21,,Bill Dobson,5
127,13,9,,Kenneth Downing,6
127,14,4,,Gordon Watson,7
127,15,19,,Peter Hirt,7
127,16,3,,Tony Gaze,8
127,17,22,,Tony Crook,8
127,NC,11,,Mike Hawthorn,9
127,NC,20,,Bobby Baird,0
127,NC,12,,Alan Brown,10
127,R,37,,Harry Schell,0
127,R,35,,Ted Lund,0
127,R,30,,Duncan Hamilton,0
127,R,27,,Jean Behra,0
127,R,33,,Horace Richards,0
127,R,26,,Robert Manzon,0
130,1,130,,Rudolf Fischer,1
130,2,139,,Stirling Moss,2
130,3,138,,Ken Wharton,2
130,4,140,,Duncan Hamilton,3
130,5,125,,Toni Ulmen,3
130,R,131,,Fritz Riess,0
130,R,132,,Willi Krakau,0
130,R,123,,Willi Heeks,0
130,R,136,,Helmut Niedermayr,0
130,R,134,,Heinz-Gerd Jaeger,0
130,R,133,,Harry Merkel,0
130,R,129,,Josef Peters,0
130,R,128,,Hans Klenk,0
130,R,135,,Adolf Brudes,0
130,R,127,,Paul Pietsch,0
130,R,124,,Zdenko von Schonborn,0
132,1,6,,Piero Taruffi,1
132,2,2,,Giuseppe Farina,2
,André Simon
132,3,14,,Louis Rosier,3
132,NC,20,,Lance Macklin,4
,Peter Collins
132,NC,8,,Robert Manzon,0
132,NC,38,,Marcel Balsa,4
132,NC,24,,Yves Giraud-Cabantous,4
132,R,12,,Prince Bira,0
132,R,36,,Gianfranco Comotti,0
132,R,16,,Emmanuel de Graffenried,0
132,R,34,,Robin Montgomerie-Charrington,0
132,R,26,,Peter Whitehead,0
132,R,30,,Johnny Claes,0
132,R,10,,Jean Behra,0
132,R,18,,Harry Schell,0
132,R,22,,Peter Collins,0
132,DQ,4,,Luigi Villoresi,5
,Giuseppe Farina
132,DQ,32,,Eugene Martin,5
,Armand Philippe
131,2,6,,Piero Taruffi,2
131,4,2,,Giuseppe Farina,4
131,6,14,,Louis Rosier,6
131,11,20,,Lance Macklin,11
131,1,8,,Robert Manzon,1
131,14,38,,Marcel Balsa,14
131,13,24,,Yves Giraud-Cabantous,13
131,7,12,,Prince Bira,7
131,15,36,,Gianfranco Comotti,15
131,16,16,,Emmanuel de Graffenried,16
131,12,34,,Robin Montgomerie-Charrington,12
131,9,26,,Peter Whitehead,9
131,10,30,,Johnny Claes,10
131,5,10,,Jean Behra,5
131,18,18,,Harry Schell,18
131,8,22,,Peter Collins,8
131,3,4,,Luigi Villoresi,3
131,17,32,,Eugene Martin,17
138,1,20,,Giuseppe Farina,1
138,2,24,,André Simon,2
138,3,30,,Rudolf Fischer,3
138,4,48,,Peter Walker,3
138,5,38,,Eric Brandon,4
138,6,36,,Alan Brown,5
138,NC,16,,Felice Bonetto,5
138,NC,32,,Johnny Claes,6
138,NC,52,,Tony Gaze,7
138,R,8,,Robin Montgomerie-Charrington,0
138,R,22,,Alberto Ascari,0
138,R,10,,Piero Carini,0
138,R,42,,Peter Whitehead,0
138,R,,,Luigi Villoresi,0
138,R,2,,Francisco Landi,0
138,R,54,,Ken Wharton,0
138,NC,4,,Gino Bianco,8
138,R,14,,José Froilán González,0
138,R,58,,Charles de Tornaco,0
138,R,40,,Giovanni Rocco,0
138,R,44,,Toni Ulmen,0
138,R,34,,Duncan Hamilton,0
138,R,12,,Gianfranco Comotti,0
138,R,56,,Ottorino Volonterio,0
138,R,6,,Bill Aston,0
138,R,18,,Juan Manuel Fangio,8
138,R,60,,Giuseppe Ruggiero,0
138,R,50,,Giampiero Bianchetti,0
138,R,28,,Peter Hirt,0
137,2,20,,Giuseppe Farina,2
137,5,24,,André Simon,5
137,7,30,,Rudolf Fischer,7
137,8,48,,Peter Walker,8
137,10,38,,Eric Brandon,10
137,20,36,,Alan Brown,20
137,6,16,,Felice Bonetto,6
137,15,32,,Johnny Claes,15
137,12,52,,Tony Gaze,12
137,17,8,,Robin Montgomerie-Charrington,17
137,1,22,,Alberto Ascari,1
137,13,10,,Piero Carini,13
137,14,42,,Peter Whitehead,14
137,4,,,Luigi Villoresi,4
137,19,2,,Francisco Landi,19
137,9,54,,Ken Wharton,9
137,24,4,,Gino Bianco,24
137,3,14,,José Froilán González,3
137,26,58,,Charles de Tornaco,26
137,23,40,,Giovanni Rocco,23
137,18,44,,Toni Ulmen,18
137,11,34,,Duncan Hamilton,11
137,16,12,,Gianfranco Comotti,16
137,25,56,,Ottorino Volonterio,25
137,22,6,,Bill Aston,22
137,29,18,,Juan Manuel Fangio,29
137,28,60,,Giuseppe Ruggiero,28
137,27,50,,Giampiero Bianchetti,27
137,21,28,,Peter Hirt,21
140,1,4,,Jean Behra,1
140,2,12,,Lance Macklin,2
140,3,8,,Emmanuel de Graffenried,2
140,4,10,,Harry Schell,3
140,5,6,,Prince Bira,4
140,6,20,,Elie Bayol,5
140,NC,18,,Armand Philippe,6
,Maurice Trintignant
140,R,14,,John Heath,0
140,R,2,,Robert Manzon,0
140,R,24,,Jean Thepenier,0
