140,R,16,,Maurice Trintignant,0
140,R,22,,Eugene Martin,0
139,1,4,,Jean Behra,1
139,5,12,,Lance Macklin,5
139,4,8,,Emmanuel de Graffenried,4
139,3,10,,Harry Schell,3
139,10,6,,Prince Bira,10
139,12,20,,Elie Bayol,12
139,8,18,,Armand Philippe,8
139,9,14,,John Heath,9
139,6,2,,Robert Manzon,6
139,11,24,,Jean Thepenier,11
139,2,16,,Maurice Trintignant,2
139,7,22,,Eugene Martin,7
144,1,4,,Jean Behra,1
144,2,12,,Giuseppe Farina,2
144,3,10,,Alberto Ascari,2
,Luigi Villoresi
144,4,6,,Prince Bira,3
144,5,38,,Louis Rosier,4
144,6,44,,Johnny Claes,5
144,7,42,,Mike Hawthorn,5
144,8,20,,Yves Giraud-Cabantous,5
144,NC,22,,Emmanuel de Graffenried,6
144,NC,26,,Stirling Moss,7
144,NC,34,,Eric Brandon,8
,Alan Brown
144,R,2,,Robert Manzon,9
144,R,24,,Harry Schell,0
144,R,16,,Lance Macklin,0
144,R,30,,Piero Carini,0
144,R,40,,Robin Montgomerie-Charrington,0
144,R,18,,Peter Collins,0
144,R,28,,Gianfranco Comotti,0
144,R,32,,Alan Brown,0
144,R,14,,Luigi Villoresi,0
144,R,46,,Peter Whitehead,0
144,R,8,,Maurice Trintignant,0
143,4,4,,Jean Behra,4
143,2,12,,Giuseppe Farina,2
143,1,10,,Alberto Ascari,1
143,6,6,,Prince Bira,6
143,11,38,,Louis Rosier,11
143,19,44,,Johnny Claes,19
143,9,42,,Mike Hawthorn,9
143,13,20,,Yves Giraud-Cabantous,13
143,20,22,,Emmanuel de Graffenried,20
143,10,26,,Stirling Moss,10
143,12,34,,Eric Brandon,12
143,3,2,,Robert Manzon,3
143,23,24,,Harry Schell,23
143,18,16,,Lance Macklin,18
143,8,30,,Piero Carini,8
143,22,40,,Robin Montgomerie-Charrington,22
143,16,18,,Peter Collins,16
143,17,28,,Gianfranco Comotti,17
143,7,32,,Alan Brown,7
143,5,14,,Luigi Villoresi,5
143,15,46,,Peter Whitehead,15
143,14,8,,Maurice Trintignant,14
148,1,12,,Luigi Villoresi,1
148,2,22,,Peter Collins,2
148,3,32,,Johnny Claes,3
148,4,6,,Prince Bira,4
,Robert Manzon
148,NC,24,,Yves Giraud-Cabantous,5
148,NC,2,,Robert Manzon,5
,Maurice Trintignant
148,R,34,,Rudolf Fischer,0
148,R,20,,Lance Macklin,0
148,R,16,,Emmanuel de Graffenried,0
148,R,8,,Alberto Ascari,6
148,R,10,,Giuseppe Farina,6
148,R,14,,Maurice Trintignant,6
148,R,28,,HHeitel Cantoni,6
148,R,18,,Harry Schell,6
148,R,4,,Jean Behra,6
147,4,12,,Luigi Villoresi,4
147,8,22,,Peter Collins,8
147,15,32,,Johnny Claes,15
147,6,6,,Prince Bira,6
147,11,24,,Yves Giraud-Cabantous,11
147,3,2,,Robert Manzon,3
147,12,34,,Rudolf Fischer,12
147,7,20,,Lance Macklin,7
147,9,16,,Emmanuel de Graffenried,9
147,1,8,,Alberto Ascari,1
147,2,10,,Giuseppe Farina,2
147,5,14,,Maurice Trintignant,5
147,14,28,,HHeitel Cantoni,14
147,10,18,,Harry Schell,10
147,13,4,,Jean Behra,13
156,1,12,,André Simon,1
,Alberto Ascari
156,2,10,,Giuseppe Farina,2
156,3,4,,Jean Behra,3
156,4,26,,Graham Whitehead,3
156,NC,16,,Emmanuel de Graffenried,4
156,NC,24,,Yves Giraud-Cabantous,4
156,R,20,,Lance Macklin,0
156,R,38,,Harry Schell,0
156,R,6,,Maurice Trintignant,0
156,R,34,,Johnny Claes,0
156,R,22,,Peter Collins,0
156,R,14,,Louis Rosier,5
156,R,29,,Francisco Landi,0
156,R,32,,Alberto Crespo,0
156,R,30,,HHeitel Cantoni,0
156,R,40,,Archie Bryde,0
156,R,2,,Robert Manzon,0
156,R,8,,Alberto Ascari,0
156,DQ,36,,Elie Bayol,6
155,10,12,,André Simon,10
155,4,10,,Giuseppe Farina,4
155,5,4,,Jean Behra,5
155,11,26,,Graham Whitehead,11
155,15,16,,Emmanuel de Graffenried,15
155,13,24,,Yves Giraud-Cabantous,13
155,12,20,,Lance Macklin,12
155,16,38,,Harry Schell,16
155,2,6,,Maurice Trintignant,2
155,19,34,,Johnny Claes,19
155,9,22,,Peter Collins,9
155,7,14,,Louis Rosier,7
155,14,29,,Francisco Landi,14
155,8,32,,Alberto Crespo,8
155,17,30,,HHeitel Cantoni,17
155,18,40,,Archie Bryde,18
155,3,2,,Robert Manzon,3
155,1,8,,Alberto Ascari,1
155,6,36,,Elie Bayol,6
160,1,8,,Alberto Ascari,1
160,2,10,,Luigi Villoresi,2
160,3,16,,Louis Rosier,3
160,4,24,,Peter Collins,4
160,5,26,,Yves Giraud-Cabantous,5
160,6,20,,Alberto Crespo,5
160,7,30,,Elie Bayol,6
160,8,32,,Johnny Claes,6
160,NC,34,,Eric Brandon,7
160,NC,36,,Alan Brown,7
160,R,4,,Jean Behra,0
160,R,6,,Maurice Trintignant,0
160,R,22,,Lance Macklin,0
160,R,14,,Harry Schell,0
160,R,18,,Emmanuel de Graffenried,0
160,R,2,,Robert Manzon,8
160,R,12,,Giuseppe Farina,8
160,R,28,,Peter Whitehead,0
160,R,38,,Jean Lucas,0
159,1,8,,Alberto Ascari,1
159,4,10,,Luigi Villoresi,4
159,10,16,,Louis Rosier,10
159,17,24,,Peter Collins,17
159,18,26,,Yves Giraud-Cabantous,18
159,15,20,,Alberto Crespo,15
159,7,30,,Elie Bayol,7
159,11,32,,Johnny Claes,11
159,8,34,,Eric Brandon,8
159,9,36,,Alan Brown,9
159,6,4,,Jean Behra,6
159,5,6,,Maurice Trintignant,5
159,12,22,,Lance Macklin,12
159,14,14,,Harry Schell,14
159,13,18,,Emmanuel de Graffenried,13
159,2,2,,Robert Manzon,2
159,3,12,,Giuseppe Farina,3
159,16,28,,Peter Whitehead,16
159,19,38,,Jean Lucas,19
164,1,4,,Luigi Villoresi,1
164,2,14,,José Froilán González,2
164,3,8,,Sergio Sighinolfi,2
,Alberto Ascari
164,4,6,,Giuseppe Farina,3
164,5,10,,Rudolf Fischer,4
164,6,30,,Elie Bayol,5
164,7,18,,HHeitel Cantoni,6
164,8,34,,Piero Carini,7
164,9,,,Hans Stuck,8
164,NC,,,Johnny Claes,9
164,R,28,,Roy Salvadori,10
164,R,20,,Francisco Landi,0
164,R,32,,Lance Macklin,0
164,R,22,,Robert Manzon,0
164,R,2,,Alberto Ascari,0
164,R,24,,Jean Behra,0
163,2,4,,Luigi Villoresi,2
163,4,14,,José Froilán González,4
163,6,8,,Sergio Sighinolfi,6
163,3,6,,Giuseppe Farina,3
163,10,10,,Rudolf Fischer,10
163,8,30,,Elie Bayol,8
163,12,18,,HHeitel Cantoni,12
163,9,34,,Piero Carini,9
163,14,,,Hans Stuck,14
163,16,,,Johnny Claes,16
163,15,28,,Roy Salvadori,15
163,11,20,,Francisco Landi,11
163,13,32,,Lance Macklin,13
163,5,22,,Robert Manzon,5
163,1,2,,Alberto Ascari,1
163,7,24,,Jean Behra,7
