35,1,10,Argentina,Juan Manuel Fangio,1
35,2,2,Italy,Luigi Villoresi,2
35,4,14,France,Louis Rosier,4
35,3,6,France,Raymond Sommer,3
35,8,22,France,Robert Manzon,8
35,10,28,France,Pierre Levegh,10
35,11,20,France,Maurice Trintignant,11
35,13,16,France,Charles Pozzi,13
35,7,18,Monaco,Louis Chiron,7
35,12,8,France,Philippe Étancelin,12
35,9,24,France,André Simon,9
35,5,12,Argentina,José Froilán González,5
35,6,4,Italy,Alberto Ascari,6
37,1,10,Argentina,Juan Manuel Fangio,1
37,2,2,Italy,Luigi Villoresi,2
37,3,14,France,Louis Rosier,2
37,4,6,France,Raymond Sommer,3
37,5,22,France,Robert Manzon,4
37,6,28,France,Pierre Levegh,5
37,7,20,France,Maurice Trintignant,6
37,8,16,France,Charles Pozzi,7
France,Georges Grignard
37,Ret,18,Monaco,Louis Chiron,0
37,Ret,8,France,Philippe Étancelin,0
37,Ret,24,France,André Simon,8
37,Ret,12,Argentina,José Froilán González,0
37,Ret,4,Italy,Alberto Ascari,0
36,3,22,United Kingdom,Reg Parnell,3
36,13,20,Switzerland,Emmanuel de Graffenried,13
36,7,29,United Kingdom,Brian Shawe-Taylor,7
36,1,28,United Kingdom,Cuth Harrison,1
36,5,25,United Kingdom,Graham Whitehead,5
36,12,5,United Kingdom,George Abecassis,12
36,8,32,United Kingdom,Colin Murray,8
36,6,31,United Kingdom,Philip Fotheringham-Parker,6
36,10,33,United Kingdom,Gordon Watson,10
36,9,21,Thailand,Prince Bira,9
36,2,24,United Kingdom,Peter Whitehead,2
36,4,26,United Kingdom,Peter Walker,4
36,11,23,United Kingdom,David Hampshire,11
38,1,22,United Kingdom,Reg Parnell,1
38,2,20,Switzerland,Emmanuel de Graffenried,2
38,3,29,United Kingdom,Brian Shawe-Taylor,2
38,4,28,United Kingdom,Cuth Harrison,3
38,5,25,United Kingdom,Graham Whitehead,3
38,6,5,United Kingdom,George Abecassis,4
38,7,32,United Kingdom,Colin Murray,5
38,8,31,United Kingdom,Philip Fotheringham-Parker,5
38,9,33,United Kingdom,Gordon Watson,6
38,Ret,21,Thailand,Prince Bira,0
38,Ret,24,United Kingdom,Peter Whitehead,0
