521,1991 Portuguese Grand Prix - prequalifying,1991-09-20
522,1991 Portuguese Grand Prix - qualifying,1991-09-21
525,1991 Spanish Grand Prix - prequalifying,1991-09-27
526,1991 Spanish Grand Prix - qualifying,1991-09-28
515,1991 Japanese Grand Prix - prequalifying,1991-10-18
516,1991 Japanese Grand Prix - qualifying,1991-10-19
498,1991 Australian Grand Prix - qualifying,1991-11-02
543,1992 South African Grand Prix - qualifying,1992-02-29
539,1992 Mexican Grand Prix - qualifying,1992-03-21
531,1992 Brazilian Grand Prix - qualifying,1992-04-04
544,1992 Spanish Grand Prix - qualifying,1992-05-02
542,1992 San Marino Grand Prix - qualifying,1992-05-16
540,1992 Monaco Grand Prix - qualifying,1992-05-30
533,1992 Canadian Grand Prix - qualifying,1992-06-13
534,1992 French Grand Prix - qualifying,1992-07-04
532,1992 British Grand Prix - qualifying,1992-07-11
535,1992 German Grand Prix - qualifying,1992-07-25
536,1992 Hungarian Grand Prix - qualifying,1992-08-15
530,1992 Belgian Grand Prix - qualifying,1992-08-29
537,1992 Italian Grand Prix - qualifying,1992-09-12
541,1992 Portuguese Grand Prix - qualifying,1992-09-26
538,1992 Japanese Grand Prix - qualifying,1992-10-24
529,1992 Australian Grand Prix - qualifying,1992-11-07
559,1993 South African Grand Prix - qualifying,1993-03-13
547,1993 Brazilian Grand Prix - qualifying,1993-03-27
550,1993 European Grand Prix - qualifying,1993-04-10
558,1993 San Marino Grand Prix - qualifying,1993-04-24
560,1993 Spanish Grand Prix - qualifying,1993-05-08
556,1993 Monaco Grand Prix - qualifying,1993-05-22
549,1993 Canadian Grand Prix - qualifying,1993-06-12
551,1993 French Grand Prix - qualifying,1993-07-03
548,1993 British Grand Prix - qualifying,1993-07-10
552,1993 German Grand Prix - qualifying,1993-07-24
553,1993 Hungarian Grand Prix - qualifying,1993-08-14
546,1993 Belgian Grand Prix - qualifying,1993-08-28
554,1993 Italian Grand Prix - qualifying,1993-09-11
557,1993 Portuguese Grand Prix - qualifying,1993-09-25
555,1993 Japanese Grand Prix - qualifying,1993-10-23
545,1993 Australian Grand Prix - qualifying,1993-11-06
563,1994 Brazilian Grand Prix - qualifying,1994-03-26
573,1994 Pacific Grand Prix - qualifying,1994-04-16
575,1994 San Marino Grand Prix - qualifying,1994-04-30
572,1994 Monaco Grand Prix - qualifying,1994-05-14
576,1994 Spanish Grand Prix - qualifying,1994-05-28
565,1994 Canadian Grand Prix - qualifying,1994-06-11
567,1994 French Grand Prix - qualifying,1994-07-02
564,1994 British Grand Prix - qualifying,1994-07-09
568,1994 German Grand Prix - qualifying,1994-07-30
569,1994 Hungarian Grand Prix - qualifying,1994-08-13
562,1994 Belgian Grand Prix - qualifying,1994-08-27
570,1994 Italian Grand Prix - qualifying,1994-09-10
574,1994 Portuguese Grand Prix - qualifying,1994-09-24
566,1994 European Grand Prix - qualifying,1994-10-15
571,1994 Japanese Grand Prix - qualifying,1994-11-05
561,1994 Australian Grand Prix - qualifying,1994-11-12
580,1995 Brazilian Grand Prix - qualifying,1995-03-25
577,1995 Argentine Grand Prix - qualifying,1995-04-08
592,1995 San Marino Grand Prix - qualifying,1995-04-29
593,1995 Spanish Grand Prix - qualifying,1995-05-13
589,1995 Monaco Grand Prix - qualifying,1995-05-27
582,1995 Canadian Grand Prix - qualifying,1995-06-10
584,1995 French Grand Prix - qualifying,1995-07-01
581,1995 British Grand Prix - qualifying,1995-07-15
585,1995 German Grand Prix - qualifying,1995-07-29
586,1995 Hungarian Grand Prix - qualifying,1995-08-12
579,1995 Belgian Grand Prix - qualifying,1995-08-26
587,1995 Italian Grand Prix - qualifying,1995-09-09
591,1995 Portuguese Grand Prix - qualifying,1995-09-23
583,1995 European Grand Prix - qualifying,1995-09-30
590,1995 Pacific Grand Prix - qualifying,1995-10-21
588,1995 Japanese Grand Prix - qualifying,1995-10-28
578,1995 Australian Grand Prix - qualifying,1995-11-11
595,1996 Australian Grand Prix - qualifying,1996-03-09
597,1996 Brazilian Grand Prix - qualifying,1996-03-30
594,1996 Argentine Grand Prix - qualifying,1996-04-06
600,1996 European Grand Prix - qualifying,1996-04-27
608,1996 San Marino Grand Prix - qualifying,1996-05-04
606,1996 Monaco Grand Prix - qualifying,1996-05-18
609,1996 Spanish Grand Prix - qualifying,1996-06-01
599,1996 Canadian Grand Prix - qualifying,1996-06-15
601,1996 French Grand Prix - qualifying,1996-06-29
598,1996 British Grand Prix - qualifying,1996-07-13
602,1996 German Grand Prix - qualifying,1996-07-27
603,1996 Hungarian Grand Prix - qualifying,1996-08-10
596,1996 Belgian Grand Prix - qualifying,1996-08-24
604,1996 Italian Grand Prix - qualifying,1996-09-07
607,1996 Portuguese Grand Prix - qualifying,1996-09-21
605,1996 Japanese Grand Prix - qualifying,1996-10-12
611,1997 Australian Grand Prix - qualifying,1997-03-08
614,1997 Brazilian Grand Prix - qualifying,1997-03-29
610,1997 Argentine Grand Prix - qualifying,1997-04-12
625,1997 San Marino Grand Prix - qualifying,1997-04-26
624,1997 Monaco Grand Prix - qualifying,1997-05-10
626,1997 Spanish Grand Prix - qualifying,1997-05-24
616,1997 Canadian Grand Prix - qualifying,1997-06-14
618,1997 French Grand Prix - qualifying,1997-06-28
615,1997 British Grand Prix - qualifying,1997-07-12
619,1997 German Grand Prix - qualifying,1997-07-26
620,1997 Hungarian Grand Prix - qualifying,1997-08-09
613,1997 Belgian Grand Prix - qualifying,1997-08-23
621,1997 Italian Grand Prix - qualifying,1997-09-06
612,1997 Austrian Grand Prix - qualifying,1997-09-20
623,1997 Luxembourg Grand Prix - qualifying,1997-09-27
622,1997 Japanese Grand Prix - qualifying,1997-10-11
617,1997 European Grand Prix - qualifying,1997-10-25
628,1998 Australian Grand Prix - qualifying,1998-03-07
631,1998 Brazilian Grand Prix - qualifying,1998-03-28
627,1998 Argentine Grand Prix - qualifying,1998-04-11
641,1998 San Marino Grand Prix - qualifying,1998-04-25
642,1998 Spanish Grand Prix - qualifying,1998-05-09
640,1998 Monaco Grand Prix - qualifying,1998-05-23
633,1998 Canadian Grand Prix - qualifying,1998-06-06
634,1998 French Grand Prix - qualifying,1998-06-27
632,1998 British Grand Prix - qualifying,1998-07-11
629,1998 Austrian Grand Prix - qualifying,1998-07-25
635,1998 German Grand Prix - qualifying,1998-08-01
636,1998 Hungarian Grand Prix - qualifying,1998-08-15
630,1998 Belgian Grand Prix - qualifying,1998-08-29
637,1998 Italian Grand Prix - qualifying,1998-09-12
639,1998 Luxembourg Grand Prix - qualifying,1998-09-26
638,1998 Japanese Grand Prix - qualifying,1998-10-31
643,1999 Australian Grand Prix - qualifying,1999-03-06
646,1999 Brazilian Grand Prix - qualifying,1999-04-10
657,1999 San Marino Grand Prix - qualifying,1999-05-01
656,1999 Monaco Grand Prix - qualifying,1999-05-15
658,1999 Spanish Grand Prix - qualifying,1999-05-29
648,1999 Canadian Grand Prix - qualifying,1999-06-12
650,1999 French Grand Prix - qualifying,1999-06-26
647,1999 British Grand Prix - qualifying,1999-07-10
644,1999 Austrian Grand Prix - qualifying,1999-07-24
651,1999 German Grand Prix - qualifying,1999-07-31
652,1999 Hungarian Grand Prix - qualifying,1999-08-14
645,1999 Belgian Grand Prix - qualifying,1999-08-28
653,1999 Italian Grand Prix - qualifying,1999-09-11
649,1999 European Grand Prix - qualifying,1999-09-25
655,1999 Malaysian Grand Prix - qualifying,1999-10-16
654,1999 Japanese Grand Prix - qualifying,1999-10-30
659,2000 Australian Grand Prix - qualifying,2000-03-11
662,2000 Brazilian Grand Prix - qualifying,2000-03-25
673,2000 San Marino Grand Prix - qualifying,2000-04-08
663,2000 British Grand Prix - qualifying,2000-04-22
674,2000 Spanish Grand Prix - qualifying,2000-05-06
665,2000 European Grand Prix - qualifying,2000-05-20
672,2000 Monaco Grand Prix - qualifying,2000-06-03
664,2000 Canadian Grand Prix - qualifying,2000-06-17
666,2000 French Grand Prix - qualifying,2000-07-01
660,2000 Austrian Grand Prix - qualifying,2000-07-15
667,2000 German Grand Prix - qualifying,2000-07-29
668,2000 Hungarian Grand Prix - qualifying,2000-08-12
661,2000 Belgian Grand Prix - qualifying,2000-08-26
669,2000 Italian Grand Prix - qualifying,2000-09-09
675,2000 United States Grand Prix - qualifying,2000-09-23
670,2000 Japanese Grand Prix - qualifying,2000-10-07
671,2000 Malaysian Grand Prix - qualifying,2000-10-21
676,2001 Australian Grand Prix - qualifying,2001-03-03
688,2001 Malaysian Grand Prix - qualifying,2001-03-17
679,2001 Brazilian Grand Prix - qualifying,2001-03-31
690,2001 San Marino Grand Prix - qualifying,2001-04-14
691,2001 Spanish Grand Prix - qualifying,2001-04-28
677,2001 Austrian Grand Prix - qualifying,2001-05-12
689,2001 Monaco Grand Prix - qualifying,2001-05-26
681,2001 Canadian Grand Prix - qualifying,2001-06-09
682,2001 European Grand Prix - qualifying,2001-06-23
683,2001 French Grand Prix - qualifying,2001-06-30
680,2001 British Grand Prix - qualifying,2001-07-14
684,2001 German Grand Prix - qualifying,2001-07-28
685,2001 Hungarian Grand Prix - qualifying,2001-08-18
678,2001 Belgian Grand Prix - qualifying,2001-09-01
686,2001 Italian Grand Prix - qualifying,2001-09-15
692,2001 United States Grand Prix - qualifying,2001-09-29
687,2001 Japanese Grand Prix - qualifying,2001-10-13
693,2002 Australian Grand Prix - qualifying,2002-03-02
705,2002 Malaysian Grand Prix - qualifying,2002-03-16
696,2002 Brazilian Grand Prix - qualifying,2002-03-30
707,2002 San Marino Grand Prix - qualifying,2002-04-13
708,2002 Spanish Grand Prix - qualifying,2002-04-27
694,2002 Austrian Grand Prix - qualifying,2002-05-11
706,2002 Monaco Grand Prix - qualifying,2002-05-25
698,2002 Canadian Grand Prix - qualifying,2002-06-08
699,2002 European Grand Prix - qualifying,2002-06-22
697,2002 British Grand Prix - qualifying,2002-07-06
700,2002 French Grand Prix - qualifying,2002-07-20
701,2002 German Grand Prix - qualifying,2002-07-27
702,2002 Hungarian Grand Prix - qualifying,2002-08-17
695,2002 Belgian Grand Prix - qualifying,2002-08-31
703,2002 Italian Grand Prix - qualifying,2002-09-14
709,2002 United States Grand Prix - qualifying,2002-09-28
704,2002 Japanese Grand Prix - qualifying,2002-10-12
710,2003 Australian Grand Prix - qualifying,2003-03-08
721,2003 Malaysian Grand Prix - qualifying,2003-03-22
712,2003 Brazilian Grand Prix - qualifying,2003-04-05
723,2003 San Marino Grand Prix - qualifying,2003-04-19
724,2003 Spanish Grand Prix - qualifying,2003-05-03
711,2003 Austrian Grand Prix - qualifying,2003-05-17
722,2003 Monaco Grand Prix - qualifying,2003-05-31
714,2003 Canadian Grand Prix - qualifying,2003-06-14
715,2003 European Grand Prix - qualifying,2003-06-28
716,2003 French Grand Prix - qualifying,2003-07-05
713,2003 British Grand Prix - qualifying,2003-07-19
717,2003 German Grand Prix - qualifying,2003-08-02
718,2003 Hungarian Grand Prix - qualifying,2003-08-23
719,2003 Italian Grand Prix - qualifying,2003-09-13
725,2003 United States Grand Prix - qualifying,2003-09-27
720,2003 Japanese Grand Prix - qualifying,2003-10-11
726,2004 Australian Grand Prix - qualifying,2004-03-06
739,2004 Malaysian Grand Prix - qualifying,2004-03-20
727,2004 Bahrain Grand Prix - qualifying,2004-04-03
741,2004 San Marino Grand Prix - qualifying,2004-04-24
742,2004 Spanish Grand Prix - qualifying,2004-05-08
740,2004 Monaco Grand Prix - qualifying,2004-05-22
733,2004 European Grand Prix - qualifying,2004-05-29
731,2004 Canadian Grand Prix - qualifying,2004-06-12
743,2004 United States Grand Prix - qualifying,2004-06-19
734,2004 French Grand Prix - qualifying,2004-07-03
730,2004 British Grand Prix - qualifying,2004-07-10
735,2004 German Grand Prix - qualifying,2004-07-24
736,2004 Hungarian Grand Prix - qualifying,2004-08-14
728,2004 Belgian Grand Prix - qualifying,2004-08-28
737,2004 Italian Grand Prix - qualifying,2004-09-11
732,2004 Chinese Grand Prix - qualifying,2004-09-25
738,2004 Japanese Grand Prix - qualifying,2004-10-09
729,2004 Brazilian Grand Prix - qualifying,2004-10-23
744,2005 Australian Grand Prix - qualifying,2005-03-05
757,2005 Malaysian Grand Prix - qualifying,2005-03-19
745,2005 Bahrain Grand Prix - qualifying,2005-04-02
759,2005 San Marino Grand Prix - qualifying,2005-04-23
760,2005 Spanish Grand Prix - qualifying,2005-05-07
758,2005 Monaco Grand Prix - qualifying,2005-05-21
751,2005 European Grand Prix - qualifying,2005-05-28
749,2005 Canadian Grand Prix - qualifying,2005-06-11
762,2005 United States Grand Prix - qualifying,2005-06-18
752,2005 French Grand Prix - qualifying,2005-07-02
748,2005 British Grand Prix - qualifying,2005-07-09
753,2005 German Grand Prix - qualifying,2005-07-23
754,2005 Hungarian Grand Prix - qualifying,2005-07-30
761,2005 Turkish Grand Prix - qualifying,2005-08-20
755,2005 Italian Grand Prix - qualifying,2005-09-03
746,2005 Belgian Grand Prix - qualifying,2005-09-10
747,2005 Brazilian Grand Prix - qualifying,2005-09-24
756,2005 Japanese Grand Prix - qualifying,2005-10-08
750,2005 Chinese Grand Prix - qualifying,2005-10-15
764,2006 Bahrain Grand Prix - qualifying,2006-03-11
775,2006 Malaysian Grand Prix - qualifying,2006-03-18
763,2006 Australian Grand Prix - qualifying,2006-04-01
777,2006 San Marino Grand Prix - qualifying,2006-04-22
769,2006 European Grand Prix - qualifying,2006-05-06
778,2006 Spanish Grand Prix - qualifying,2006-05-13
776,2006 Monaco Grand Prix - qualifying,2006-05-27
766,2006 British Grand Prix - qualifying,2006-06-10
767,2006 Canadian Grand Prix - qualifying,2006-06-24
780,2006 United States Grand Prix - qualifying,2006-07-01
770,2006 French Grand Prix - qualifying,2006-07-15
771,2006 German Grand Prix - qualifying,2006-07-29
772,2006 Hungarian Grand Prix - qualifying,2006-08-05
779,2006 Turkish Grand Prix - qualifying,2006-08-26
773,2006 Italian Grand Prix - qualifying,2006-09-09
768,2006 Chinese Grand Prix - qualifying,2006-09-30
774,2006 Japanese Grand Prix - qualifying,2006-10-07
765,2006 Brazilian Grand Prix - qualifying,2006-10-21
781,2007 Australian Grand Prix - qualifying,2007-03-17
793,2007 Malaysian Grand Prix - qualifying,2007-04-07
782,2007 Bahrain Grand Prix - qualifying,2007-04-14
795,2007 Spanish Grand Prix - qualifying,2007-05-12
794,2007 Monaco Grand Prix - qualifying,2007-05-26
786,2007 Canadian Grand Prix - qualifying,2007-06-09
797,2007 United States Grand Prix - qualifying,2007-06-16
789,2007 French Grand Prix - qualifying,2007-06-30
785,2007 British Grand Prix - qualifying,2007-07-07
788,2007 European Grand Prix - qualifying,2007-07-21
790,2007 Hungarian Grand Prix - qualifying,2007-08-04
796,2007 Turkish Grand Prix - qualifying,2007-08-25
791,2007 Italian Grand Prix - qualifying,2007-09-08
783,2007 Belgian Grand Prix - qualifying,2007-09-15
792,2007 Japanese Grand Prix - qualifying,2007-09-29
787,2007 Chinese Grand Prix - qualifying,2007-10-06
784,2007 Brazilian Grand Prix - qualifying,2007-10-20
798,2008 Australian Grand Prix - qualifying,2008-03-15
811,2008 Malaysian Grand Prix - qualifying,2008-03-22
799,2008 Bahrain Grand Prix - qualifying,2008-04-05
814,2008 Spanish Grand Prix - qualifying,2008-04-26
815,2008 Turkish Grand Prix - qualifying,2008-05-10
812,2008 Monaco Grand Prix - qualifying,2008-05-24
803,2008 Canadian Grand Prix - qualifying,2008-06-07
806,2008 French Grand Prix - qualifying,2008-06-21
802,2008 British Grand Prix - qualifying,2008-07-05
807,2008 German Grand Prix - qualifying,2008-07-19
808,2008 Hungarian Grand Prix - qualifying,2008-08-02
805,2008 European Grand Prix - qualifying,2008-08-23
800,2008 Belgian Grand Prix - qualifying,2008-09-06
809,2008 Italian Grand Prix - qualifying,2008-09-13
813,2008 Singapore Grand Prix - qualifying,2008-09-27
810,2008 Japanese Grand Prix - qualifying,2008-10-11
804,2008 Chinese Grand Prix - qualifying,2008-10-18
801,2008 Brazilian Grand Prix - qualifying,2008-11-01
817,2009 Australian Grand Prix - qualifying,2009-03-28
828,2009 Malaysian Grand Prix - qualifying,2009-04-04
822,2009 Chinese Grand Prix - qualifying,2009-04-18
818,2009 Bahrain Grand Prix - qualifying,2009-04-25
831,2009 Spanish Grand Prix - qualifying,2009-05-09
829,2009 Monaco Grand Prix - qualifying,2009-05-23
832,2009 Turkish Grand Prix - qualifying,2009-06-06
821,2009 British Grand Prix - qualifying,2009-06-20
824,2009 German Grand Prix - qualifying,2009-07-11
825,2009 Hungarian Grand Prix - qualifying,2009-07-25
823,2009 European Grand Prix - qualifying,2009-08-22
819,2009 Belgian Grand Prix - qualifying,2009-08-29
826,2009 Italian Grand Prix - qualifying,2009-09-12
830,2009 Singapore Grand Prix - qualifying,2009-09-26
827,2009 Japanese Grand Prix - qualifying,2009-10-03
820,2009 Brazilian Grand Prix - qualifying,2009-10-17
816,2009 Abu Dhabi Grand Prix - qualifying,2009-10-31
835,2010 Bahrain Grand Prix - qualifying,2010-03-13
834,2010 Australian Grand Prix - qualifying,2010-03-27
847,2010 Malaysian Grand Prix - qualifying,2010-04-03
840,2010 Chinese Grand Prix - qualifying,2010-04-17
850,2010 Spanish Grand Prix - qualifying,2010-05-08
848,2010 Monaco Grand Prix - qualifying,2010-05-15
851,2010 Turkish Grand Prix - qualifying,2010-05-29
839,2010 Canadian Grand Prix - qualifying,2010-06-12
841,2010 European Grand Prix - qualifying,2010-06-26
838,2010 British Grand Prix - qualifying,2010-07-10
842,2010 German Grand Prix - qualifying,2010-07-24
843,2010 Hungarian Grand Prix - qualifying,2010-07-31
836,2010 Belgian Grand Prix - qualifying,2010-08-28
844,2010 Italian Grand Prix - qualifying,2010-09-11
849,2010 Singapore Grand Prix - qualifying,2010-09-25
845,2010 Japanese Grand Prix - qualifying,2010-10-09
846,2010 Korean Grand Prix - qualifying,2010-10-23
837,2010 Brazilian Grand Prix - qualifying,2010-11-06
833,2010 Abu Dhabi Grand Prix - qualifying,2010-11-13
853,2011 Australian Grand Prix - qualifying,2011-03-26
866,2011 Malaysian Grand Prix - qualifying,2011-04-09
858,2011 Chinese Grand Prix - qualifying,2011-04-16
870,2011 Turkish Grand Prix - qualifying,2011-05-07
869,2011 Spanish Grand Prix - qualifying,2011-05-21
867,2011 Monaco Grand Prix - qualifying,2011-05-28
857,2011 Canadian Grand Prix - qualifying,2011-06-11
859,2011 European Grand Prix - qualifying,2011-06-25
856,2011 British Grand Prix - qualifying,2011-07-09
860,2011 German Grand Prix - qualifying,2011-07-23
861,2011 Hungarian Grand Prix - qualifying,2011-07-30
854,2011 Belgian Grand Prix - qualifying,2011-08-27
863,2011 Italian Grand Prix - qualifying,2011-09-10
868,2011 Singapore Grand Prix - qualifying,2011-09-24
864,2011 Japanese Grand Prix - qualifying,2011-10-08
865,2011 Korean Grand Prix - qualifying,2011-10-15
862,2011 Indian Grand Prix - qualifying,2011-10-29
852,2011 Abu Dhabi Grand Prix - qualifying,2011-11-12
855,2011 Brazilian Grand Prix - qualifying,2011-11-26
872,2012 Australian Grand Prix - qualifying,2012-03-17
886,2012 Malaysian Grand Prix - qualifying,2012-03-24
878,2012 Chinese Grand Prix - qualifying,2012-04-14
873,2012 Bahrain Grand Prix - qualifying,2012-04-21
889,2012 Spanish Grand Prix - qualifying,2012-05-12
887,2012 Monaco Grand Prix - qualifying,2012-05-26
877,2012 Canadian Grand Prix - qualifying,2012-06-09
879,2012 European Grand Prix - qualifying,2012-06-23
876,2012 British Grand Prix - qualifying,2012-07-07
880,2012 German Grand Prix - qualifying,2012-07-21
881,2012 Hungarian Grand Prix - qualifying,2012-07-28
874,2012 Belgian Grand Prix - qualifying,2012-09-01
883,2012 Italian Grand Prix - qualifying,2012-09-08
888,2012 Singapore Grand Prix - qualifying,2012-09-22
884,2012 Japanese Grand Prix - qualifying,2012-10-06
885,2012 Korean Grand Prix - qualifying,2012-10-13
882,2012 Indian Grand Prix - qualifying,2012-10-27
871,2012 Abu Dhabi Grand Prix - qualifying,2012-11-03
890,2012 United States Grand Prix - qualifying,2012-11-17
875,2012 Brazilian Grand Prix - qualifying,2012-11-24
892,2013 Australian Grand Prix - qualifying,2013-03-16
905,2013 Malaysian Grand Prix - qualifying,2013-03-23
898,2013 Chinese Grand Prix - qualifying,2013-04-13
893,2013 Bahrain Grand Prix - qualifying,2013-04-20
908,2013 Spanish Grand Prix - qualifying,2013-05-11
906,2013 Monaco Grand Prix - qualifying,2013-05-25
897,2013 Canadian Grand Prix - qualifying,2013-06-08
896,2013 British Grand Prix - qualifying,2013-06-29
899,2013 German Grand Prix - qualifying,2013-07-06
900,2013 Hungarian Grand Prix - qualifying,2013-07-27
894,2013 Belgian Grand Prix - qualifying,2013-08-24
902,2013 Italian Grand Prix - qualifying,2013-09-07
907,2013 Singapore Grand Prix - qualifying,2013-09-21
904,2013 Korean Grand Prix - qualifying,2013-10-05
903,2013 Japanese Grand Prix - qualifying,2013-10-12
901,2013 Indian Grand Prix - qualifying,2013-10-26
891,2013 Abu Dhabi Grand Prix - qualifying,2013-11-02
909,2013 United States Grand Prix - qualifying,2013-11-16
895,2013 Brazilian Grand Prix - qualifying,2013-11-23
910,2014 Australian Grand Prix - qualifying,2014-03-15
921,2014 Malaysian Grand Prix - qualifying,2014-03-29
912,2014 Bahrain Grand Prix - qualifying,2014-04-05
916,2014 Chinese Grand Prix - qualifying,2014-04-19
925,2014 Spanish Grand Prix - qualifying,2014-05-10
922,2014 Monaco Grand Prix - qualifying,2014-05-24
915,2014 Canadian Grand Prix - qualifying,2014-06-07
911,2014 Austrian Grand Prix - qualifying,2014-06-21
914,2014 British Grand Prix - qualifying,2014-07-05
917,2014 German Grand Prix - qualifying,2014-07-19
918,2014 Hungarian Grand Prix - qualifying,2014-07-26
913,2014 Belgian Grand Prix - qualifying,2014-08-23
919,2014 Italian Grand Prix - qualifying,2014-09-06
924,2014 Singapore Grand Prix - qualifying,2014-09-20
920,2014 Japanese Grand Prix - qualifying,2014-10-04
923,2014 Russian Grand Prix - qualifying,2014-10-11
